text,size,group,year1,type_of_violence,conflict_name,dyad_name,source_original,where_coordinates,date_start,date_end
"R 3/24/1991 SRI LANKAN REBELS ATTACK ARMY CHECKPOINT, KILL THREE SOLDIERS.",1,352,1991,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Palali locality,33320,33320
"R 3/24/1991 SRI LANKAN REBELS ATTACK ARMY CHECKPOINT, KILL THREE SOLDIERS.",5,352,1991,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,security forces,Vavuniya town,33320,33320
"R 12/13/1991 FIVE TAMIL REBELS, ONE CIVILIAN KILLED IN SRI LANKAN BLAST.",6,352,1991,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military sources,Musali division,33584,33584
"R 12/24/1991 SEVENTEEN SRI LANKAN TAMIL REBELS, 11 SOLDIERS DIE IN BATTLE.",28,352,1991,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military spokesman,Northern,33596,33596
"AFP 4 July 2003 ""Tigers accused of another killing in Sri Lanka",0,520,2003,3,LTTE - Civilians,LTTE - Civilians,,Batticaloa,37806,37806
"R 6/15/1991 SRI LANKAN MINISTERS BEGIN PROBE OF ALLEGED MASSACRE OF TAMILS.    R 6/16/1991 100 TAMILS REBELS, 21 SOLDIERS KILLED IN NORTH SRI LANKA.",4,352,1991,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military sources,Puvarasankulam locality,33404,33404
R 6/17/1991 FIVE SRI LANKAN SOLDIERS KILLED IN LANDMINE BLAST.,5,352,1991,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military sources,Manal Aru stream,33406,33406
R 11/15/2001 UPDATE 2-Suicide bombing in eastern Sri Lanka town kills 4.,2,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Ampara,37210,37210
R 6/20/1991 TAMIL REBELS KILL 19 SRI LANKAN SOLDIERS IN AMBUSH.,19,352,1991,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military sources,Manal Aru stream,33409,33409
R 11/15/2001 UPDATE 2-Suicide bombing in eastern Sri Lanka town kills 4.,4,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Batticaloa town,37210,37210
"BBC Monitoring South Asia 23 August 2004 ""Tamil Tigers suspected of shooting ""military informant"" in Sri Lankan capital",1,352,2004,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,"Police, Sri Lanka",Colombo city,38222,38222
R 8/28/1993 Sri Lankan troops attack Tamil rebels in north.,24,352,1993,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Jaffna Lagoon,34207,34207
R 11/15/2001 UPDATE 2-Suicide bombing in eastern Sri Lanka town kills 4.,2,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Trincomalee town,37210,37210
R 11/15/2001 UPDATE 2-Suicide bombing in eastern Sri Lanka town kills 4.,2,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Vavuniya town,37210,37210
Feb 13 (AFP),0,4663,2005,2,LTTE - LTTE - K,LTTE - LTTE - K,the rebel's website Tamilnet.com,Mannar town,38395,38395
R 9/21/1991 TAMIL REBELS KILL 10 SOLDIERS IN AMBUSH IN SRI LANKA.,10,352,1991,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military spokesman,Batticaloa,33501,33501
R 9/23/1991 SRI LANKAN REBELS FIGHT BACK FROM BASE REPORTED OVERRUN.,2,352,1991,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military spokesman,Ampara,33503,33503
R 9/23/1991 SRI LANKAN REBELS FIGHT BACK FROM BASE REPORTED OVERRUN.,9,352,1991,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military spokesman,Mullaittivu town,33503,33503
R 9/24/1991 SRI LANKAN PARLIAMENT URGED TO EXTEND STATE OF EMERGENCY.,4,352,1991,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military spokesman,Waters off Kayts locality,33503,33503
R 3/28/1991SRI LANKAN TROOPS KILL 11 TAMIL REBELS IN NORTH AND EAST.,1,352,1991,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Kankesanthurai town,33324,33324
R 3/28/1991 REBEL ASSASSINATION SQUAD TARGETS SRI LANKAN LEADERS.,9,352,1991,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military sources,Batticaloa,33324,33324
R 3/28/1991SRI LANKAN TROOPS KILL 11 TAMIL REBELS IN NORTH AND EAST.,1,352,1991,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Kalmunai town,33324,33324
"AP 10/10/2001 Tamil rebels attack air force camp in Sri Lanka, four dead",4,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,defence ministry,Trincomalee town,37173,37173
R 4/1/1991 CURFEWS IN TWO SRI LANKAN DISTRICTS AFTER HEAVY FIGHTING.,9,352,1991,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military,Jaffna,33324,33327
"R 3/29/1991 TWELVE SRI LANKAN TAMIL REBELS, ONE SOLDIER, DIE IN CLASHES.",8,352,1991,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military sources,Kankesanthurai town,33325,33325
R 3/31/1991 100 TAMIL REBELS KILLED IN SRI LANKAN JUNGLE FIGHT.     R 4/1/1991 CURFEWS IN TWO SRI LANKAN DISTRICTS AFTER HEAVY FIGHTING.,123,352,1991,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military sources,Veppankulam locality,33327,33327
"AFP, 20 jan 07",5,352,2007,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,ministry,Trincomalee,39101,39102
"Xinhua, 12 feb 07",8,352,2007,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,navy spokesman,water off east coast,39125,39125
"Reuters, 25 June 1991",9,520,1991,3,LTTE - Civilians,LTTE - Civilians,military source,Eastern,33413,33413
Xinhua 5 may 07,2,352,2007,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,navy officials,Eastern,39207,39207
Reuters 19 jun 07,40,352,2007,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military spokesman,waters off Point Pedro town,39252,39252
R 10/10/1991 SRI LANKA LIFTS CURFEW IN TWO REBEL-CONTROLLED DISTRICTS.,1,352,1991,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military sources,Mullaittivu,33520,33520
BBC mon 7 nov 07,1,352,2007,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military,Vilattikulam locality,39392,39392
R 4/3/1991 TAMIL REBELS KILL 11 SRI LANKAN FISHERMEN AT SEA.,5,352,1991,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military,Sri Lanka,33330,33330
R 1/6/2008 UPDATE 1-Sri Lanka says kills Tiger military intelligence head,6,352,2008,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Jaffna,39453,39453
"R 1/7/2008 UPDATE 1-Sri Lanka says 3-day death toll hits 75, most rebels",7,352,2008,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military,Jaffna,39454,39454
R 1/19/2008 S.Lanka military says it killed 38 rebels in north,9,352,2008,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military spokesman,Vavuniya,39465,39465
AFP 7/2/2008 Sri Lanka fighting kills another 29: defence ministry,10,352,2008,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,defence ministry,Mannar,39630,39630
"AP 11/8/2001 16 Tamil rebels, two soldiers killed in fighting northern Sri Lanka",2,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Vavuniya town,37201,37201
AFP 8/28/2008 Sri Lanka says 42 killed in fresh fighting,42,352,2008,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,defence ministry,Northern,39687,39687
R 4/5/1991 REBELS AMBUSH TROOP PATROL KILLING 11 SOLDIERS IN SRI LANKA.,0,352,1991,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Vavuniya,33332,33332
R 4/5/1991 REBELS AMBUSH TROOP PATROL KILLING 11 SOLDIERS IN SRI LANKA.,0,352,1991,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Vavuniya,33332,33332
"R 4/5/1991 50 TAMIL REBELS, 13 SRI LANKAN SOLDIERS DIE IN FIGHT FOR BASE.",2,352,1991,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Mannar,33332,33332
"R 4/5/1991 50 TAMIL REBELS, 13 SRI LANKAN SOLDIERS DIE IN FIGHT FOR BASE.",1,352,1991,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Trincomalee,33332,33332
"BBC Monitoring South Asia, 2009-01-22, Tamil Tigers creating ""civilian crisis"" in Sri Lanka north - ministry",10,520,2009,3,LTTE - Civilians,LTTE - Civilians,escapees/Sri Lanka Ministry of Defence,Kilinochchi,39833,39833
"Reuters, 3 April 1991",11,520,1991,3,LTTE - Civilians,LTTE - Civilians,military source,water of Trincomale harbour,33332,33332
"Reuters, 6 April 1991",6,352,1991,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military source,Trincomalee town,33333,33333
"Report to Congress on Incidents During the Recent Conflict in Sri Lanka. U.S. Department of State, 2009.",4,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,A source in Putumattalan,Putumattalan locality,39851,39851
"Report to Congress on Incidents During the Recent Conflict in Sri Lanka. U.S. Department of State, 2009.",62,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,An organization's source in Valayanmadam,Valayanmadam locality,39859,39859
"Report to Congress on Incidents During the Recent Conflict in Sri Lanka. U.S. Department of State, 2009.",31,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,A source in Mattalan,Putumattalan locality,39860,39860
"R 11/10/2001 Rebels attack Sri Lanka army post, eight dead.",8,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Mutur town,37205,37205
"BBC Monitoring South Asia, 2009-03-22, Over 40 killed in Sri Lanka Army shelling in north 21 March - pro-Tamil website",47,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,TamilNet website,Mullaittivu,39893,39893
X 4/9/1991 Curfew declared in northern district.,10,352,1991,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Batticaloa town,33334,33335
"BBC Monitoring South Asia, 2009-04-29, Sri Lankan army fires 5,600 shells within 15 hours - pro-Tamil website",200,352,2009,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,LTTE [Liberation Tigers of Tamil Eelam] officials in Vanni,Mullaittivu,39930,39931
R 4/8/1991 FIVE KILLED IN RENEWED FIGHTING IN SRI LANKA.,2,352,1991,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,security sources,Valaichchenai town,33335,33335
R 4/8/1991 FIVE KILLED IN RENEWED FIGHTING IN SRI LANKA.,2,352,1991,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,security sources,Vavuniya town,33335,33335
R 4/8/1991 FIVE KILLED IN RENEWED FIGHTING IN SRI LANKA.,1,352,1991,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,security sources,Batticaloa,33335,33335
R 6/12/1991 SRI LANKAN REBELS APOLOGISE FOR SHOOTING AT UNHCR CAR.,11,352,1991,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Batticaloa,33400,33400
R 6/12/1991 SRI LANKAN REBELS APOLOGISE FOR SHOOTING AT UNHCR CAR.,2,352,1991,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Mannar,33400,33400
R 12/13/1989 AT LEAST 100 KILLED IN SRI LANKAN CLASHES.,100,4846,1989,2,EPRLF - LTTE,EPRLF - LTTE,residents,Batticaloa,32854,32854
"R 3/19/1991 TWO SOLDIERS, SIX REBELS, CIVILIAN KILLED IN SRI LANKA.",2,352,1991,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Elephant Pass,33315,33315
"Reuters, 19 March 1991",1,520,1991,3,LTTE - Civilians,LTTE - Civilians,military source,Ampara,33315,33315
"R 3/19/1991 TWO SOLDIERS, SIX REBELS, CIVILIAN KILLED IN SRI LANKA.",2,352,1991,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Batticaloa,33315,33315
"R 3/19/1991 TWO SOLDIERS, SIX REBELS, CIVILIAN KILLED IN SRI LANKA.",2,352,1991,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Palali locality,33315,33315
R 1/15/1990,2,4846,1990,2,EPRLF - LTTE,EPRLF - LTTE,northeast regional council,Ampara,32888,32888
R 1/16/1990 REBEL KILLS TWO SRI LANKAN SOLDIERS IN ARMY CAMP.,2,313,1990,1,Sri Lanka (Ceylon): Government,Government of Sri Lanka - JVP,military sources,Badulla town,32888,32888
R 1/16/1990 REBEL KILLS TWO SRI LANKAN SOLDIERS IN ARMY CAMP.,2,313,1990,1,Sri Lanka (Ceylon): Government,Government of Sri Lanka - JVP,government statement,Kandy,32889,32889
R 1/23/1990 700 PEOPLE FLEE SRI LANKA'S BATTLE-SCARRED JAFFNA DISTRICT.,13,313,1990,1,Sri Lanka (Ceylon): Government,Government of Sri Lanka - JVP,government statement,Southern,32895,32896
R 4/24/1991 FOUR SRI LANKAN SOLDIERS KILLED IN EASTERN AMBUSH.,1,352,1991,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Jaffna,33351,33351
"R 4/23/1991 TWO SRI LANKAN SOLDIERS KILLED, PARLIAMENT DEBATES EMERGENCY.",3,352,1991,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military sources,Batticaloa,33351,33351
R 4/24/1991 FOUR SRI LANKAN SOLDIERS KILLED IN EASTERN AMBUSH.,1,352,1991,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military sources,Anuradhapura,33351,33351
"R, 1991-07-08",9,520,1991,3,LTTE - Civilians,LTTE - Civilians,military source,Batticaloa,33425,33425
"R, 1991-07-08",18,520,1991,3,LTTE - Civilians,LTTE - Civilians,military source,Batticaloa,33425,33425
R 8/13/1989 THIRTY-FIVE KILLED IN SRI LANKAN VIOLENCE.,2,313,1989,1,Sri Lanka (Ceylon): Government,Government of Sri Lanka - JVP,police,Sri Lanka,32733,32733
"Reuters, 14 August 1989",2,511,1989,3,JVP - Civilians,JVP - Civilians,military sources,Veyangoda town,32733,32733
"R, 1992-02-20",3,520,1992,3,LTTE - Civilians,LTTE - Civilians,Military sources,Ampara,33654,33654
"Reuters, 3 January 1990",0,511,1989,3,JVP - Civilians,JVP - Civilians,Reuters,Sri Lanka,32509,32873
"Reuters, 15 April 1989",0,520,1989,3,LTTE - Civilians,LTTE - Civilians,"residents, military sources",Jaffna town,32612,32612
"R 7/22/1991 77 TAMIL REBELS, 12 SOLDIERS KILLED IN SRI LANKAN CAMP BATTLE.",32,352,1991,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Nittukkai Kulam area,33439,33439
R 1/6/1989 SRI LANKAN REBELS KILL FIVE OFFICIALS FOR WORKING DURING POLL.,5,313,1989,1,Sri Lanka (Ceylon): Government,Government of Sri Lanka - JVP,military sources,Kamburupitiya town,32513,32513
"Reuters, 13 Jan 1989",0,511,1989,3,JVP - Civilians,JVP - Civilians,police,Deniyaya town,32521,32521
R 4/24/1991 FOUR SRI LANKAN SOLDIERS KILLED IN EASTERN AMBUSH.,4,352,1991,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military sources,Trincomalee,33352,33352
R 1/14/1989 SRI LANKAN LEFTIST REBELS PLAN TO DISRUPT PARLIAMENTARY POLL.,4,313,1989,1,Sri Lanka (Ceylon): Government,Government of Sri Lanka - JVP,military spokesman,Matara town,32521,32521
R 4/25/1991 SRI LANKA IMPOSES CURFEW ON RESTIVE JAFFNA PENINSULA.,5,352,1991,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military sources,Mannar,33352,33352
"Reuters, 3 Feb 1989",11,520,1989,3,LTTE - Civilians,LTTE - Civilians,senior military official,Bogamuyaya village,32542,32542
R 2/9/1989 PRESIDENT ORDERS TIGHT SECURITY AT SRI LANKA'S HOLIEST TEMPLE.,4,313,1989,1,Sri Lanka (Ceylon): Government,Government of Sri Lanka - JVP,officials,Kandy town,32547,32547
"R, 1997-10-15",34,520,1989,3,LTTE - Civilians,LTTE - Civilians,not given,North Eastern,32550,32550
"Reuters, 10 October 1990",2,520,1990,3,LTTE - Civilians,LTTE - Civilians,military sources,Batticaloa,33154,33156
"R 4/26/1991 SRI LANKA TROOPS BREAK REBEL SIEGE OF NAVAL BASE, 32 KILLED.",1,352,1991,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Trincomalee,33353,33353
"Reuters, 14 September 1989",1,511,1989,3,JVP - Civilians,JVP - Civilians,military sources,Mount Lavinia suburb,32764,32765
"R 7/5/1989 SRI LANKA MOBILISES VOLUNTEERS, IMPOSES CENSORSHIP.",4,313,1989,1,Sri Lanka (Ceylon): Government,Government of Sri Lanka - JVP,police,Sri Lanka,32694,32694
"Reuters, 5 July 1989",2,511,1989,3,JVP - Civilians,JVP - Civilians,military sources,Sri Lanka,32694,32694
"Reuters, 20 May 1991",4,520,1991,3,LTTE - Civilians,LTTE - Civilians,military source,Ampara,33377,33377
"Reuters, 18 December 1989",5,511,1989,3,JVP - Civilians,JVP - Civilians,police,Hambantota,32860,32860
"R, 1992-04-29",56,520,1992,3,LTTE - Civilians,LTTE - Civilians,police,Alinchipotana town,33722,33722
"Reuters, 9 March 1989",1,511,1989,3,JVP - Civilians,JVP - Civilians,deputy defense minister,Kandy town,32576,32576
R 3/20/1989 AT LEAST 50 KILLED IN SRI LANKA IN ONE DAY.,3,313,1989,1,Sri Lanka (Ceylon): Government,Government of Sri Lanka - JVP,military sources,Eppawela town,32586,32586
R 3/20/1989 AT LEAST 50 KILLED IN SRI LANKA IN ONE DAY.,5,313,1989,1,Sri Lanka (Ceylon): Government,Government of Sri Lanka - JVP,military sources,Eppawela town,32586,32586
"R 4/5/1989 REBELS KILL SOLDIER, SET FIRE TO OFFICES.",1,313,1989,1,Sri Lanka (Ceylon): Government,Government of Sri Lanka - JVP,military sources,Galle,32603,32603
R 8/14/1989 SIXTY PEOPLE KILLED IN SRI LANKAN VIOLENCE.,1,313,1989,1,Sri Lanka (Ceylon): Government,Government of Sri Lanka - JVP,,Homagama town,32734,32734
"Reuters, 16 August 1989",12,511,1989,3,JVP - Civilians,JVP - Civilians,official govt statement,Sri Lanka,32735,32736
R 5/5/1989 LEFTWING REBELS STRIKE AS TAMILS RESUME SRI LANKAN TALKS.,3,313,1989,1,Sri Lanka (Ceylon): Government,Government of Sri Lanka - JVP,military sources,Polonnaruwa,32633,32633
"Reuters, 7 May 1989",0,511,1989,3,JVP - Civilians,JVP - Civilians,military sources,Southern Sri Lanka,32633,32634
"R 4/26/1991 SRI LANKA TROOPS BREAK REBEL SIEGE OF NAVAL BASE, 32 KILLED.",1,352,1991,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Ampara town,33353,33353
"Reuters, 4 October 1989",0,511,1989,3,JVP - Civilians,JVP - Civilians,officials,Monaragala town,32784,32784
R 5/22/1989 FIFTY-THREE REBELS KILLED IN SRI LANKAN CLASHES.,51,4847,1989,2,LTTE - PLOTE,LTTE - PLOTE,military and LTTE sources,Vavuniya town,32649,32649
R 6/1/1989 SRI LANKA TO ASK INDIAN TROOPS TO WITHDRAW BY END OF JULY.,2,313,1989,1,Sri Lanka (Ceylon): Government,Government of Sri Lanka - JVP,,Colombo city,32660,32660
"Reuters, 1 June 1989",0,511,1989,3,JVP - Civilians,JVP - Civilians,police sources,Colombo city,32660,32660
"R 6/17/1989 LEFTIST REBELS KILL POLICEMAN, WOUND SOLDIERS IN SRI LANKA.",1,313,1989,1,Sri Lanka (Ceylon): Government,Government of Sri Lanka - JVP,,Kaduwela town,32676,32676
"R 6/17/1989 LEFTIST REBELS KILL POLICEMAN, WOUND SOLDIERS IN SRI LANKA.",1,313,1989,1,Sri Lanka (Ceylon): Government,Government of Sri Lanka - JVP,police,Dehiwala suburb,32676,32676
"R 4/26/1991 SRI LANKA TROOPS BREAK REBEL SIEGE OF NAVAL BASE, 32 KILLED.",1,352,1991,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Batticaloa,33353,33353
"R, 1994-01-03",15,489,1989,3,Government of Sri Lanka - Civilians,Government of Sri Lanka - Civilians,"see ""what""",Embilipitiya town,32509,32873
"R 4/26/1991 SRI LANKA TROOPS BREAK REBEL SIEGE OF NAVAL BASE, 32 KILLED.",32,352,1991,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military sources,Karainagar town,33353,33353
"Reuters, 12 Feb 1989",6,520,1989,3,LTTE - Civilians,LTTE - Civilians,police,Ampara,32550,32550
R 1/8/1989 SRI LANKA LIKELY TO LIFT FIVE-YEAR-OLD EMERGENCY THIS WEEK.,4,352,1989,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military sources,Padaviya tank,32515,32515
"Reuters, 10 Jan 1989",0,511,1989,3,JVP - Civilians,JVP - Civilians,police,Wadduwa town,32518,32518
"R, 1994-02-18",0,489,1990,3,Government of Sri Lanka - Civilians,Government of Sri Lanka - Civilians,"see ""what""",Colombo city,32922,32922
"Reuters, 9 Feb 1989",0,511,1989,3,JVP - Civilians,JVP - Civilians,police,Southern Sri Lanka,32547,32547
R 1/30/1989 SRI LANKAN POLL CANDIDATES BANNED FROM CARRYING GUNS AT NIGHT.,8,313,1989,1,Sri Lanka (Ceylon): Government,Government of Sri Lanka - JVP,police,Sri Lanka,32536,32537
R 2/11/1989 SRI LANKAN TROOPS COMB SOUTHERN JUNGLE FOR REBEL ATTACKERS.,2,313,1989,1,Sri Lanka (Ceylon): Government,Government of Sri Lanka - JVP,senior military officer said.,Suriyawewa locality,32548,32548
"Reuters, 11 February 1989",0,489,1989,3,Government of Sri Lanka - Civilians,Government of Sri Lanka - Civilians,residents,Suriyawewa locality,32549,32549
R 2/13/1989 SECURITY FORCES ON FULL ALERT FOR SRI LANKAN ELECTION.,4,313,1989,1,Sri Lanka (Ceylon): Government,Government of Sri Lanka - JVP,,Kurunegala town,32552,32552
"Reuters, 23 Feb 1989",6,511,1989,3,JVP - Civilians,JVP - Civilians,military sources,Southern Sri Lanka,32559,32561
"Reuters, 11 December 1989",40,511,1989,3,JVP - Civilians,JVP - Civilians,military sources,Sri Lanka,32852,32852
"Reuters, 23 Feb 1989",6,520,1989,3,LTTE - Civilians,LTTE - Civilians,military sources,Welioya town,32561,32561
"R, 1997-10-15",37,520,1989,3,LTTE - Civilians,LTTE - Civilians,not given,Borawewa locality,32567,32567
"R 4/26/1991 SRI LANKA TROOPS BREAK REBEL SIEGE OF NAVAL BASE, 32 KILLED.",1,352,1991,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Manal Aru stream,33353,33353
"Reuters, 5 March 1989",3,489,1989,3,Government of Sri Lanka - Civilians,Government of Sri Lanka - Civilians,LTTE,Polonnaruwa,32570,32572
"R 3/5/1989 INDIANS KILL 40 REBELS, LOSE EIGHT SOLDIERS IN SRI LANKA BATTLE.",5,352,1989,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,North Eastern,32571,32571
R 4/7/1989 LEFTWING REBELS KILL 11 PEOPLE IN RENEWED VIOLENCE.,4,313,1989,1,Sri Lanka (Ceylon): Government,Government of Sri Lanka - JVP,military sources,Hungama town,32605,32605
"R 4/14/1989 CAR BOMBERS HUNTED, DEATH TOLL RISES TO 42.",15,11484,1989,2,Muslims (Sri Lanka) - Tamil,Muslims (Sri Lanka) - Tamil,"L. Sirisena, Assistant Government Agent at Trincomalee,",Kinniya locality,32609,32610
